"package","variety_a","variety_b","variety_c","best","worst","var_a","var_b","var_c","lon","lat","planting_date","planting_day","season","year","GDD","minNT","maxNT","MLDS","MLWS","Rx5day"
"paquete_nic_apante_2016_1_081","INTA Centro Sur","ALS 0532-6","PM2 Don Rey","A","B","Better","Worse","Worse",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete_nic_apante_2016_1_082","INTA Matagalpa","INTA Precoz","BRT 103-182","A","C","Better","Worse","Worse",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete 842","INTA Rojo","INTA Centro Sur","INTA Matagalpa","C","B","Worse","Worse","Better",-85.48324585,13.1958275,16786,351,"Ap15",2015,85,16.15701231,16.83195076,18,2,58.19937134
"paquete 525","INTA Centro Sur","INTA Matagalpa","INTA Precoz","A","C","Worse","Worse","Worse",-85.36376953,13.33350266,16785,350,"Ap15",2015,71,17.95615442,18.70545692,22,1,77.93579102
"paquete 526","PM2 Don Rey","INTA Rojo","INTA Ferroso","B","C","Worse","Better","Worse",-85.36651611,13.34152016,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete_nic_apante_2016_1_086","BRT 103-182","INTA Matagalpa","INTA Rojo","A","C","Better","Worse","Worse",-85.60249494,13.07221862,17162,362,"Ap16",2016,71,15.77715778,17.62794853,8,2,26.14083481
"paquete 528","INTA Matagalpa","BRT 103-182","INTA Centro Sur","A","C","Better","Worse","Worse",-85.37063599,13.34018393,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 529","PM2 Don Rey","INTA Precoz","INTA Ferroso","B","A","Worse","Worse","Worse",-85.36651611,13.33884769,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 530","SJC 730-79","ALS 0532-6","INTA Rojo","B","C","Worse","Worse","Worse",-85.3692627,13.33751144,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 531","INTA Fuerte Sequia","BRT 103-182","INTA Matagalpa","B","C","Better","Better","Worse",-85.36651611,13.34152016,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 532","INTA Precoz","INTA Centro Sur","PM2 Don Rey","B","C","Worse","Better","Worse",-85.37303925,13.33500596,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete_nic_apante_2016_1_094","INTA Matagalpa","SJC 730-79","INTA Precoz","C","A","Worse","Worse","Better",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete 858","INTA Matagalpa","SJC 730-79","INTA Centro Sur","C","B","Worse","Worse","Better",-85.37097931,13.33650925,16776,341,"Ap15",2015,70,18.23027602,19.08292801,15,1,77.93579102
"paquete_nic_apante_2016_1_098","SJC 730-79","INTA Centro Sur","INTA Rojo","C","B","Worse","Worse","Better",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete 860","INTA Precoz","PM2 Don Rey","ALS 0532-6","C","B","Worse","Worse","Better",-85.37063599,13.33500596,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete_nic_apante_2016_1_100","INTA Precoz","INTA Ferroso","INTA Fuerte Sequia","C","A","Worse","Worse","Better",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete 864","INTA Matagalpa","BRT 103-182","INTA Precoz","B","A","Worse","Better","Worse",-85.36857605,13.33650925,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 541","PM2 Don Rey","INTA Matagalpa","BRT 103-182","A","C","Worse","Worse","Worse",-85.3678894,13.33884769,16778,343,"Ap15",2015,70,18.23027602,19.0527154,17,1,77.93579102
"paquete 491","BRT 103-182","INTA Fuerte Sequia","INTA Centro Sur","A","C","Better","Worse","Worse",-85.4750061,13.20117556,16809,9,"Ap15",2016,73,17.31023872,17.94791123,16,1,58.39601135
"paquete 867","BRT 103-182","INTA Matagalpa","ALS 0532-6","B","C","Worse","Better","Better",-85.37029266,13.33717738,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 868","INTA Precoz","SJC 730-79","INTA Fuerte Sequia","B","A","Worse","Better","Better",-85.36943436,13.33667628,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete_nic_apante_2016_1_108","INTA Rojo","INTA Fuerte Sequia","BRT 103-182","A","C","Better","Worse","Worse",-85.7963562,13.33670084,17162,362,"Ap16",2016,84,15.18025737,16.25,8,2,29.09092093
"paquete 870","ALS 0532-6","BRT 103-182","INTA Ferroso","B","A","Worse","Better","Worse",-85.37097931,13.33717738,16781,346,"Ap15",2015,70,18.23027602,18.98479299,20,1,77.93579102
"paquete 871","INTA Fuerte Sequia","INTA Matagalpa","SJC 730-79","C","A","Worse","Better","Better",-85.36994934,13.33567409,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 875","PM2 Don Rey","INTA Centro Sur","INTA Matagalpa","C","B","Worse","Worse","Better",-85.52719116,13.22791411,16785,350,"Ap15",2015,78,15.91292428,16.57140992,22,1,65.23497009
"paquete 501","INTA Fuerte Sequia","INTA Precoz","BRT 103-182","C","A","Better","Better","Better",-85.36977768,13.33767847,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 503","ALS 0532-6","SJC 730-79","INTA Matagalpa","A","B","Better","Worse","Better",-85.37029266,13.3383466,16776,341,"Ap15",2015,70,18.23027602,19.08292801,15,1,77.93579102
"paquete 504","INTA Precoz","INTA Rojo","INTA Fuerte Sequia","C","B","Worse","Worse","Better",-85.36960602,13.33767847,16776,341,"Ap15",2015,70,18.23027602,19.08292801,15,1,77.93579102
"paquete 506","PM2 Don Rey","ALS 0532-6","INTA Matagalpa","C","B","Better","Worse","Better",-85.36943436,13.33634222,16776,341,"Ap15",2015,70,18.23027602,19.08292801,15,1,77.93579102
"paquete 507","INTA Rojo","SJC 730-79","INTA Fuerte Sequia","A","C","Better","Worse","Worse",-85.3692627,13.33283452,16785,350,"Ap15",2015,70,17.95,18.81010444,22,1,77.93579102
"paquete 886","SJC 730-79","INTA Rojo","INTA Ferroso","A","C","Better","Worse","Worse",-85.37029266,13.33517299,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 887","ALS 0532-6","BRT 103-182","INTA Centro Sur","B","C","Worse","Better","Worse",-85.3692627,13.33584112,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 512","INTA Precoz","INTA Centro Sur","INTA Matagalpa","C","A","Worse","Worse","Worse",-85.3678894,13.33884769,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 890","ALS 0532-6","INTA Centro Sur","INTA Rojo","A","C","Worse","Better","Worse",-85.36977768,13.33600815,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 514","INTA Fuerte Sequia","BRT 103-182","INTA Rojo","B","C","Worse","Worse","Worse",-85.36651611,13.33884769,16779,344,"Ap15",2015,70,18.23027602,19.0376091,18,1,77.93579102
"paquete 893","ALS 0532-6","INTA Matagalpa","INTA Rojo","A","C","Better","Worse","Worse",-85.37115097,13.33617519,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 701","INTA Fuerte Sequia","INTA Matagalpa","INTA Precoz","A","B","Better","Worse","Worse",-85.72769165,13.13699111,16783,348,"Ap15",2015,78,15.31279746,15.97120104,22,1,16.53760338
"paquete 518","INTA Centro Sur","INTA Precoz","BRT 103-182","A","C","Better","Better","Worse",-85.3678894,13.33884769,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 520","SJC 730-79","ALS 0532-6","INTA Rojo","C","B","Better","Better","Better",-85.37029266,13.33584112,16776,341,"Ap15",2015,70,18.23027602,19.08292801,15,1,77.93579102
"paquete 521","INTA Centro Sur","BRT 103-182","INTA Fuerte Sequia","B","C","Worse","Better","Worse",-85.3692627,13.33617519,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 522","INTA Matagalpa","INTA Precoz","PM2 Don Rey","A","C","Better","Better","Worse",-85.36651611,13.33483892,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 524","BRT 103-182","SJC 730-79","INTA Fuerte Sequia","A","C","Better","Worse","Worse",-85.3692627,13.33751144,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete_nic_apante_2016_2_155","INTA Matagalpa","INTA Precoz","INTA Rojo","A","C","Better","Worse","Worse",-85.7351353,13.1394293,17158,358,"Ap16",2016,76,15.83092503,16.16550168,8,2,30.80731869
"paquete 778","INTA Ferroso","INTA Matagalpa","INTA Fuerte Sequia","A","C","Better","Worse","Worse",-85.73421478,13.1364896,16784,349,"Ap15",2015,79,15.19055949,16.18549422,21,1,16.53760338
"paquete 906","INTA Rojo","INTA Matagalpa","INTA Ferroso","C","A","Worse","Worse","Better",-85.43243408,13.15838779,16798,363,"Ap15",2015,70,18.1501492,18.54925401,22,1,66.7935257
"paquete 587","ALS 0532-6","SJC 730-79","INTA Fuerte Sequia","B","C","Worse","Better","Worse",-85.21957397,12.88410238,16784,349,"Ap15",2015,68,18.49279746,19.21986199,10,3,37.44858313
"paquete 783","SJC 730-79","ALS 0532-6","BRT 103-182","B","A","Worse","Better","Worse",-85.23159027,12.88878766,16784,349,"Ap15",2015,70,18.73004476,19.58211488,10,3,37.44858313
"paquete 784","INTA Rojo","INTA Fuerte Sequia","INTA Centro Sur","C","A","Worse","Worse","Better",-85.73181152,13.13765978,16779,344,"Ap15",2015,80,15.19055949,16.18549422,18,1,16.53760338
"paquete 593","INTA Precoz","PM2 Don Rey","SJC 730-79","B","C","Worse","Better","Worse",-85.24017334,12.9135524,16787,352,"Ap15",2015,67,18.73,19.58436777,10,3,30.06667614
"paquete 533","INTA Rojo","INTA Ferroso","SJC 730-79","B","C","Worse","Better","Worse",-85.36651611,13.33751144,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 789","SJC 730-79","INTA Ferroso","INTA Matagalpa","B","A","Worse","Better","Worse",-85.72494507,13.12361723,16794,359,"Ap15",2015,72,15.69181649,17.16118239,11,2,16.53760338
"paquete 918","BRT 103-182","INTA Precoz","PM2 Don Rey","A","B","Better","Worse","Worse",-85.21820068,12.88410238,16784,349,"Ap15",2015,68,18.49279746,19.21986199,10,3,37.44858313
"paquete 538","BRT 103-182","PM2 Don Rey","INTA Fuerte Sequia","B","A","Worse","Better","Worse",-85.36651611,13.34018393,16779,344,"Ap15",2015,70,18.23027602,19.0376091,18,1,77.93579102
"paquete 539","INTA Precoz","INTA Centro Sur","SJC 730-79","A","C","Better","Better","Worse",-85.3692627,13.33884769,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete_nic_apante_2016_2_132","BRT 103-182","INTA Precoz","PM2 Don Rey","A","C","Better","Better","Worse",-85.7350555,13.1393151,17158,358,"Ap16",2016,76,15.83092503,16.16550168,8,2,30.80731869
"paquete 540","ALS 0532-6","INTA Rojo","INTA Ferroso","B","A","Worse","Better","Worse",-85.3678894,13.33483892,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 798","INTA Matagalpa","INTA Precoz","INTA Fuerte Sequia","A","C","Better","Worse","Worse",-85.49423218,13.18245683,16784,349,"Ap15",2015,92,15.23167102,16.28811637,16,2,58.19937134
"paquete 606","ALS 0532-6","BRT 103-182","INTA Precoz","C","A","Worse","Worse","Better",-85.22918701,12.90150508,16783,348,"Ap15",2015,67,18.70495711,19.67957852,10,3,30.06667614
"paquete 926","PM2 Don Rey","INTA Ferroso","SJC 730-79","B","C","Worse","Better","Worse",-85.20858765,12.89213455,16784,349,"Ap15",2015,67,18.73002984,19.19075718,10,3,37.44858313
"paquete 548","INTA Matagalpa","INTA Fuerte Sequia","SJC 730-79","A","C","Better","Worse","Worse",-85.3692627,13.33483892,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 550","INTA Precoz","INTA Ferroso","ALS 0532-6","A","C","Better","Worse","Worse",-85.36651611,13.33751144,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 552","INTA Rojo","INTA Centro Sur","SJC 730-79","A","C","Better","Worse","Worse",-85.3692627,13.33884769,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 553","INTA Precoz","PM2 Don Rey","ALS 0532-6","B","C","Worse","Better","Better",-85.3678894,13.33884769,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 555","INTA Centro Sur","INTA Rojo","BRT 103-182","A","C","Worse","Worse","Worse",-85.3678894,13.33483892,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 556","SJC 730-79","PM2 Don Rey","INTA Precoz","A","C","Better","Worse","Worse",-85.45578003,13.19449046,16799,364,"Ap15",2015,72,17.3501119,18.3373107,22,1,58.19937134
"paquete 558","INTA Matagalpa","INTA Centro Sur","INTA Rojo","B","C","Worse","Worse","Worse",-85.3678894,13.33617519,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 559","BRT 103-182","INTA Precoz","SJC 730-79","C","B","Worse","Worse","Better",-85.36651611,13.33751144,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 560","INTA Ferroso","ALS 0532-6","PM2 Don Rey","B","A","Worse","Better","Worse",-85.3678894,13.33884769,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete_nic_apante_2016_1_070","PM2 Don Rey","INTA Matagalpa","BRT 103-182","A","B","Better","Worse","Worse",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete 563","INTA Ferroso","SJC 730-79","PM2 Don Rey","C","A","Worse","Worse","Better",-85.36376953,13.3308301,16787,352,"Ap15",2015,71,17.95615442,18.66013801,22,1,77.93579102
"paquete 565","INTA Matagalpa","BRT 103-182","INTA Centro Sur","B","C","Worse","Better","Worse",-85.36651611,13.33884769,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 569","BRT 103-182","PM2 Don Rey","INTA Precoz","B","A","Worse","Better","Better",-85.36651611,13.33884769,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete_nic_apante_2016_1_075","INTA Ferroso","BRT 103-182","INTA Rojo","B","A","Better","Worse","Worse",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete 573","INTA Ferroso","SJC 730-79","PM2 Don Rey","B","C","Worse","Better","Worse",-85.3678894,13.33884769,16785,350,"Ap15",2015,70,18.23027602,18.86394256,22,1,77.93579102
"paquete 769","BRT 103-182","INTA Matagalpa","PM2 Don Rey","C","B","Worse","Worse","Better",-85.65353394,13.45106599,16797,362,"Ap15",2015,71,15.85544946,16.91261843,22,1,51.82862854
"paquete 578","INTA Centro Sur","INTA Rojo","INTA Matagalpa","B","C","Worse","Better","Worse",-85.19073486,13.01392405,16789,354,"Ap15",2015,70,17.66895561,19.87227527,16,2,30.06796408
"paquete 702","PM2 Don Rey","INTA Ferroso","INTA Centro Sur","B","A","Better","Better","Worse",-85.73043823,13.13164164,16790,355,"Ap15",2015,73,15.39055949,16.0535994,15,2,16.53760338
"paquete 580","ALS 0532-6","SJC 730-79","INTA Precoz","B","A","Worse","Better","Worse",-85.28137207,12.96307414,16791,356,"Ap15",2015,71,18.1900746,18.98747109,9,2,29.13607883
"paquete 897","ALS 0532-6","INTA Centro Sur","PM2 Don Rey","C","A","Better","Worse","Better",-85.46676636,13.21187133,16804,4,"Ap15",2016,71,17.81208877,18.76854532,21,1,58.39601135
"paquete 706","SJC 730-79","INTA Ferroso","BRT 103-182","B","C","Worse","Better","Worse",-85.73181152,13.13431639,16783,348,"Ap15",2015,75,15.39055949,16.14436777,22,1,16.53760338
"paquete_nic_apante_2016_1_083","SJC 730-79","INTA Rojo","INTA Fuerte Sequia","C","A","Worse","Worse","Better",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete 903","INTA Rojo","INTA Matagalpa","INTA Centro Sur","C","A","Worse","Worse","Better",-85.43655396,13.18245683,16797,362,"Ap15",2015,69,17.99,18.54974636,22,1,66.7935257
"paquete 779","PM2 Don Rey","INTA Precoz","ALS 0532-6","B","C","Worse","Better","Worse",-85.73318481,13.15170153,16786,351,"Ap15",2015,86,14.09195822,15.72101828,20,1,21.04449177
"paquete 924","INTA Fuerte Sequia","INTA Matagalpa","BRT 103-182","B","C","Worse","Better","Worse",-85.24841309,12.8854411,16792,357,"Ap15",2015,68,18.8712085,19.2962141,8,2,37.44858313
"paquete 908","BRT 103-182","INTA Precoz","SJC 730-79","A","C","Worse","Worse","Better",-85.42831421,13.1958275,16811,11,"Ap15",2016,65,17.95002238,19.00077956,14,1,66.7935257
"paquete 909","INTA Matagalpa","PM2 Don Rey","INTA Ferroso","A","C","Better","Worse","Worse",-85.44891357,13.18513102,16799,364,"Ap15",2015,69,17.67013428,18.05548303,22,1,66.7935257
"paquete 736","INTA Matagalpa","INTA Precoz","SJC 730-79","B","C","Worse","Better","Worse",-85.7510376,13.36957933,16795,360,"Ap15",2015,80,14.87167848,16.35036554,16,1,64.41544342
"paquete 911","BRT 103-182","INTA Centro Sur","SJC 730-79","C","A","Worse","Worse","Better",-85.46951294,13.20117556,16805,5,"Ap15",2016,70,17.9702238,18.58484521,20,1,58.39601135
"paquete 788","PM2 Don Rey","INTA Precoz","INTA Fuerte Sequia","C","B","Better","Worse","Better",-85.45715332,13.20786047,16785,350,"Ap15",2015,72,17.21012682,19.03010444,22,1,58.39601135
"paquete_nic_apante_2016_2_078","SJC 730-79","ALS 0532-6","INTA Fuerte Sequia","C","B","Worse","Worse","Better",-85.7351355,13.1394293,17162,362,"Ap16",2016,75,15.83092503,16.14292801,8,2,30.80731869
"paquete 790","INTA Centro Sur","INTA Rojo","ALS 0532-6","A","C","Worse","Worse","Better",-85.71670532,13.13699111,16787,352,"Ap15",2015,74,15.23,16.59450578,18,2,16.53760338
"paquete 599","PM2 Don Rey","INTA Matagalpa","INTA Rojo","C","B","Worse","Worse","Better",-85.23330688,12.90819811,16781,346,"Ap15",2015,68,18.73,19.58436777,10,3,30.06667614
"paquete 600","ALS 0532-6","INTA Precoz","SJC 730-79","B","A","Worse","Better","Worse",-85.23605347,12.90418232,16783,348,"Ap15",2015,68,18.71000746,19.58211488,10,3,30.06667614
"paquete 796","ALS 0532-6","INTA Ferroso","SJC 730-79","A","B","Better","Worse","Worse",-85.71258545,13.13966579,16786,351,"Ap15",2015,74,15.23,16.60457665,19,2,16.53760338
"paquete 797","INTA Rojo","BRT 103-182","INTA Centro Sur","B","A","Worse","Better","Worse",-85.72906494,13.14100313,16783,348,"Ap15",2015,78,15.31279746,15.97120104,22,1,16.53760338
"paquete 980","ALS 0532-6","INTA Ferroso","INTA Centro Sur","C","B","Worse","Worse","Better",-85.47912598,13.18646811,16806,6,"Ap15",2016,87,15.67038791,16.70731443,19,1,58.19937134
"paquete 711","INTA Rojo","PM2 Don Rey","INTA Centro Sur","A","C","Better","Worse","Worse",-85.71395874,13.13699111,16783,348,"Ap15",2015,75,15.23,16.63478926,22,1,16.53760338
"paquete 801","INTA Fuerte Sequia","INTA Precoz","INTA Centro Sur","C","A","Worse","Worse","Better",-85.57388306,13.20117556,16788,353,"Ap15",2015,82,15.6312085,16.97608728,22,1,60.43225098
"paquete 989","INTA Centro Sur","INTA Matagalpa","SJC 730-79","A","C","Better","Worse","Worse",-85.45715332,13.21187133,16785,350,"Ap15",2015,73,17.27334204,18.71010444,22,1,58.39601135
"paquete 805","SJC 730-79","INTA Fuerte Sequia","INTA Matagalpa","B","A","Worse","Better","Worse",-85.48599243,13.17710836,16784,349,"Ap15",2015,93,15.53042521,17.42207758,16,2,58.19937134
"paquete 806","PM2 Don Rey","BRT 103-182","INTA Ferroso","A","B","Worse","Better","Worse",-85.45852661,13.19315342,16777,342,"Ap15",2015,74,17.44057068,19.29604998,11,2,58.19937134
"paquete 808","INTA Precoz","SJC 730-79","INTA Fuerte Sequia","C","B","Worse","Worse","Better",-85.57594299,13.20786047,16788,353,"Ap15",2015,80,15.73626632,16.62947035,22,1,60.43225098
"paquete 810","PM2 Don Rey","INTA Rojo","ALS 0532-6","B","C","Worse","Better","Worse",-85.54092407,13.2065235,16788,353,"Ap15",2015,81,15.35,16.43747855,22,1,65.23497009
"paquete_nic_apante_2016_1_068","SJC 730-79","INTA Rojo","INTA Precoz","C","A","Worse","Worse","Better",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete_nic_apante_2016_1_070","PM2 Don Rey","INTA Matagalpa","BRT 103-182","A","C","Better","Worse","Worse",-85.60249494,13.07221862,17162,362,"Ap16",2016,71,15.77715778,17.62794853,8,2,26.14083481
"paquete 884","INTA Centro Sur","BRT 103-182","PM2 Don Rey","C","B","Worse","Better","Worse",-85.45578003,13.20518653,16796,361,"Ap15",2015,71,17.21012682,18.27926893,22,1,58.39601135
"paquete_nic_apante_2016_1_071","INTA Centro Sur","INTA Matagalpa","INTA Precoz","B","C","Worse","Better","Worse",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete 885","INTA Matagalpa","INTA Fuerte Sequia","INTA Precoz","A","C","Worse","Worse","Worse",-85.36960602,13.33684331,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 962","INTA Centro Sur","INTA Ferroso","PM2 Don Rey","B","A","Worse","Better","Worse",-85.72631836,13.13030426,16775,340,"Ap15",2015,78,15.43167848,16.50324133,14,1,16.53760338
"paquete_nic_apante_2016_1_074","INTA Ferroso","PM2 Don Rey","SJC 730-79","C","A","Worse","Worse","Better",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete_nic_apante_2016_1_144","INTA Matagalpa","ALS 0532-6","INTA Fuerte Sequia","A","B","Better","Better","Better",-85.56544,13.3874407,17164,364,"Ap16",2016,82,15.29026483,16.55872809,6,2,27.37961721
"paquete_nic_apante_2016_1_076","INTA Precoz","INTA Centro Sur","INTA Fuerte Sequia","C","A","Worse","Worse","Better",-85.60249494,13.07221862,17162,362,"Ap16",2016,71,15.77715778,17.62794853,8,2,26.14083481
"paquete_nic_apante_2016_1_077","INTA Matagalpa","INTA Rojo","ALS 0532-6","C","A","Worse","Worse","Better",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete 894","BRT 103-182","INTA Centro Sur","PM2 Don Rey","C","A","Worse","Worse","Better",-85.49285889,13.21989285,16803,3,"Ap15",2016,79,16.19167102,16.90857516,22,1,58.39601135
"paquete 913","ALS 0532-6","INTA Fuerte Sequia","INTA Matagalpa","B","C","Worse","Better","Worse",-85.44204712,13.20919743,16785,350,"Ap15",2015,70,17.37055203,18.78707572,17,1,68.50187683
"paquete 703","BRT 103-182","SJC 730-79","ALS 0532-6","B","A","Worse","Better","Worse",-85.73043823,13.13030426,16786,351,"Ap15",2015,74,15.39055949,16.14436777,19,2,16.53760338
"paquete 896","INTA Rojo","INTA Matagalpa","INTA Precoz","A","C","Worse","Better","Worse",-85.42556763,13.1530388,16798,363,"Ap15",2015,69,17.9300373,18.49058933,22,1,66.7935257
"paquete_nic_apante_2016_1_167","SJC 730-79","INTA Centro Sur","INTA Ferroso","A","C","Better","Better","Worse",-85.5494376,13.3845868,17167,1,"Ap16",2017,85,14.97346885,16.60642671,5,2,28.25635433
"paquete 707","INTA Fuerte Sequia","INTA Rojo","ALS 0532-6","C","A","Worse","Worse","Better",-85.7208252,13.14100313,16785,350,"Ap15",2015,77,15.31279746,16.11219321,20,2,16.53760338
"paquete 902","BRT 103-182","INTA Precoz","INTA Ferroso","B","C","Worse","Better","Worse",-85.43106079,13.17844549,16799,364,"Ap15",2015,69,17.99,18.52456919,22,1,66.7935257
"paquete_nic_apante_2016_1_169","INTA Matagalpa","PM2 Don Rey","BRT 103-182","C","A","Worse","Better","Better",-85.5495748,13.3846236,17166,366,"Ap16",2016,85,14.97346885,16.56879896,5,2,28.25635433
"paquete 981","BRT 103-182","SJC 730-79","INTA Matagalpa","C","A","Worse","Worse","Better",-85.48324585,13.21053438,16781,346,"Ap15",2015,81,17.09027602,18.15088773,20,1,58.39601135
"paquete 780","BRT 103-182","INTA Centro Sur","SJC 730-79","C","B","Worse","Worse","Worse",-85.71258545,13.14367777,16806,6,"Ap15",2016,70,15.23,17.51851175,6,1,16.53760338
"paquete_nic_apante_2016_1_107","BRT 103-182","INTA Precoz","PM2 Don Rey","A","C","Better","Worse","Worse",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete 910","INTA Rojo","INTA Fuerte Sequia","ALS 0532-6","B","C","Worse","Better","Worse",-85.43655396,13.25598643,16805,5,"Ap15",2016,67,17.9902984,18.68779187,20,1,62.3644104
"paquete 738","INTA Rojo","ALS 0532-6","PM2 Don Rey","A","C","Better","Worse","Worse",-85.52581787,13.43637372,16792,357,"Ap15",2015,80,15.55295412,17.06391645,13,2,24.633564
"paquete_nic_apante_2016_2_140","INTA Fuerte Sequia","INTA Rojo","INTA Matagalpa","B","A","Better","Better","Better",-85.7351354,13.1394295,17162,362,"Ap16",2016,75,15.83092503,16.14292801,8,2,30.80731869
"paquete_nic_apante_2016_2_069","INTA Centro Sur","INTA Ferroso","ALS 0532-6","A","C","Better","Better","Worse",-85.7351354,13.1394295,17166,366,"Ap16",2016,74,15.83092503,16.14292801,5,2,30.80731869
"paquete_nic_apante_2016_2_086","PM2 Don Rey","BRT 103-182","INTA Rojo","A","B","Better","Worse","Worse",-85.7350955,13.1393608,17166,366,"Ap16",2016,74,15.83092503,16.14292801,5,2,30.80731869
"paquete 791","INTA Fuerte Sequia","INTA Precoz","BRT 103-182","A","C","Better","Worse","Worse",-85.71395874,13.13966579,16781,346,"Ap15",2015,75,15.23,16.654931,20,1,16.53760338
"paquete_nic_apante_2016_1_099","ALS 0532-6","BRT 103-182","INTA Matagalpa","A","C","Better","Worse","Worse",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
"paquete 238","BRT 103-182","INTA Centro Sur","INTA Fuerte Sequia","C","A","Worse","Better","Better",-85.58624268,13.16641107,16690,255,"Po15",2015,78,16.41218202,17.24863484,4,3,62.2340126
"paquete_nic_apante_2016_2_129","BRT 103-182","INTA Matagalpa","INTA Rojo","A","B","Better","Worse","Worse",-85.7350955,13.1393608,17160,360,"Ap16",2016,75,15.83092503,16.16550168,8,2,30.80731869
"paquete 866","INTA Centro Sur","INTA Ferroso","PM2 Don Rey","B","C","Better","Better","Worse",-85.37097931,13.33483892,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete_nic_apante_2016_1_105","INTA Matagalpa","INTA Centro Sur","INTA Precoz","A","C","Better","Worse","Worse",-85.52115499,13.33670084,17162,362,"Ap16",2016,88,14.00810518,16.1862887,8,2,27.33400393
