ALS 0532-6,BRT 103-182,INTA Centro Sur,INTA Ferroso,INTA Fuerte Sequia,INTA Matagalpa,INTA Precoz,INTA Rojo,Local,PM2 Don Rey,SJC 730-79,ranking
0,2,0,0,3,0,0,1,0,0,0,k>d>l>g>a>j>b>c>h>i>f>e
3,0,2,0,0,0,0,0,0,0,1,k>l>g>j>a>b>h>i>c>f>d>e
0,0,2,3,0,0,0,1,0,0,0,jk>l>g>a>b>c>h>i>f>d>e
0,0,0,1,2,0,0,0,0,3,0,k>l>g>a>b>h>c>i>f>j>d>e
0,1,0,2,3,0,0,0,0,0,0,k>l>g>a>j>b>c>h>i>f>d>e
0,0,1,0,0,0,3,2,0,0,0,k>j>l>g>a>b>d>c>h>i>f>e
0,0,0,3,0,1,0,2,0,0,0,k>j>l>g>a>b>d>c>h>i>f>e
3,1,0,0,2,0,0,0,0,0,0,k>j>l>g>a>b>d>c>h>i>f>e
2,1,0,0,3,0,0,0,0,0,0,k>j>l>g>a>b>d>c>h>i>f>e
3,0,0,2,1,0,0,0,0,0,0,k>j>l>g>a>b>c>h>d>i>f>e
2,0,0,0,1,0,3,0,0,0,0,l>k>g>a>j>b>h>i>c>f>d>e
0,1,0,0,0,0,0,2,0,0,3,j>l>g>k>a>b>c>h>d>i>f>e
3,0,0,0,0,0,0,1,0,2,0,k>j>l>g>a>b>c>h>d>i>f>e
3,0,1,0,0,0,0,0,0,2,0,k>j>l>g>a>b>d>c>h>i>f>e
0,2,0,1,0,0,0,0,0,3,0,l>k>g>a>b>j>c>h>i>f>d>e
0,0,0,0,1,3,0,0,0,2,0,d>l>k>g>j>a>b>c>h>i>f>e
3,0,0,0,0,0,0,1,0,2,0,l>k>g>a>j>b>h>i>c>f>d>e
2,0,0,3,1,0,0,0,0,0,0,l>k>g>a>b>j>c>h>i>f>d>e
0,0,0,3,1,0,2,0,0,0,0,l>k>g>a>j>b>h>i>c>f>d>e
0,0,1,2,0,0,0,0,0,0,3,l>k>g>a>b>j>c>h>i>f>d>e
0,0,0,0,0,3,2,0,0,1,0,l>k>g>a>j>b>h>i>c>f>d>e
0,1,2,0,0,0,0,0,0,3,0,k>l>g>a>j>b>c>h>i>f>d>e
0,0,0,0,0,1,0,2,0,0,3,k>l>g>a>b>j>h>i>c>f>d>e
1,0,0,0,0,3,2,0,0,0,0,k>l>g>a>b>c>h>i>f>j>d>e
0,0,0,0,0,0,2,1,0,0,3,k>g>l>a>j>b>c>h>i>f>d>e
0,1,0,2,0,0,0,3,0,0,0,l>k>g>a>b>c>h>i>j>f>d>e
0,1,0,3,0,0,0,0,0,0,2,l>k>g>a>b>j>c>h>i>f>d>e
0,0,0,2,0,3,0,0,0,0,1,k>g>l>a>j>b>c>h>i>f>d>e
0,0,3,0,0,1,2,0,0,0,0,k>g>l>j>a>b>c>h>i>f>d>e
0,1,0,2,0,0,0,0,0,3,0,k>l>g>a>j>b>c>h>i>f>d>e
0,1,0,0,0,2,0,0,0,3,0,l>k>g>a>j>b>c>h>i>f>d>e
3,0,0,0,1,0,0,0,0,0,2,l>k>g>a>b>j>c>h>i>f>d>e
0,1,0,0,0,3,0,2,0,0,0,l>k>g>a>b>j>c>h>i>f>d>e
0,2,0,0,0,0,0,1,0,0,3,jk>g>l>a>b>c>h>i>f>d>e
0,0,0,2,1,3,0,0,0,0,0,l>k>g>a>j>b>h>i>c>f>d>e
0,0,0,0,2,3,1,0,0,0,0,k>l>g>a>b>c>h>i>f>j>d>e
1,0,0,0,0,0,2,0,0,3,0,l>k>g>a>j>b>h>i>c>f>d>e
0,0,3,0,1,2,0,0,0,0,0,l>k>g>a>b>j>c>h>i>f>d>e
0,3,0,1,0,0,0,2,0,0,0,k>l>g>a>b>h>j>i>c>f>d>e
2,0,0,0,3,0,1,0,0,0,0,k>l>g>a>b>c>h>i>j>f>d>e
2,0,0,0,1,0,0,0,0,3,0,k>g>l>j>a>b>c>h>i>f>d>e
3,0,2,0,0,0,1,0,0,0,0,l>k>g>a>j>b>c>h>i>f>d>e
0,3,0,0,0,0,0,2,0,0,1,k>l>g>a>b>h>j>i>c>f>d>e
1,0,0,0,0,0,0,2,0,0,3,l>k>g>a>j>b>h>i>c>f>d>e
0,0,0,0,0,1,2,0,0,3,0,k>l>g>a>b>c>h>i>f>j>d>e
0,0,0,0,1,0,0,0,0,2,3,k>l>g>a>b>c>h>i>f>j>d>e
3,0,0,0,2,0,0,0,0,0,1,l>k>g>a>b>j>c>h>i>f>d>e
3,0,1,0,0,0,2,0,0,0,0,l>k>g>a>b>j>c>h>i>f>d>e
3,1,0,2,0,0,0,0,0,0,0,jk>g>l>a>b>c>h>i>f>d>e
0,0,0,0,0,0,0,3,0,1,2,k>l>g>a>b>c>h>i>f>j>d>e
0,0,3,0,2,0,0,0,0,0,1,jk>g>l>a>b>c>h>i>f>d>e
1,0,0,2,3,0,0,0,0,0,0,l>k>g>a>b>j>h>i>c>f>d>e
2,0,0,0,0,1,0,0,0,3,0,k>l>g>j>a>b>c>h>i>f>d>e
3,0,0,1,0,0,0,0,0,0,2,d>k>l>j>g>a>b>c>h>i>f>e
0,0,0,2,1,3,0,0,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
2,0,0,0,0,0,3,0,0,1,0,k>j>g>a>l>b>h>i>c>f>d>e
0,0,1,3,0,2,0,0,0,0,0,l>k>g>a>b>j>c>h>i>f>d>e
0,1,0,0,0,0,0,2,0,0,3,d>k>l>j>g>a>b>c>h>i>f>e
2,0,0,0,3,0,1,0,0,0,0,l>k>g>a>b>j>c>h>i>f>d>e
0,2,1,0,0,0,0,0,0,0,3,k>l>g>a>b>h>j>i>c>f>d>e
0,0,0,1,0,0,3,2,0,0,0,k>l>g>a>j>b>c>h>i>f>d>e
0,3,0,0,0,0,0,0,0,1,2,k>l>g>j>a>b>c>h>i>f>d>e
0,0,3,0,0,0,0,2,0,0,1,l>k>g>a>b>j>c>h>i>f>d>e
0,0,0,3,0,2,0,1,0,0,0,d>k>l>g>j>a>b>c>h>i>f>e
0,0,0,3,2,0,0,0,0,1,0,l>k>g>a>b>j>c>h>i>f>d>e
3,0,0,0,0,0,2,1,0,0,0,l>k>g>j>a>b>c>h>i>f>d>e
0,0,1,0,0,0,3,0,0,2,0,k>l>g>j>a>b>c>h>i>f>d>e
0,0,3,0,1,0,0,0,0,0,2,k>j>g>l>a>b>c>h>i>f>d>e
0,0,3,1,0,0,2,0,0,0,0,l>k>g>a>b>j>c>h>i>f>d>e
0,0,2,1,0,0,0,0,0,0,3,k>l>g>a>b>h>j>i>c>f>d>e
0,1,0,0,0,3,0,0,0,0,2,l>k>g>j>a>b>c>h>i>f>d>e
2,0,0,0,1,0,0,3,0,0,0,l>k>g>a>j>b>c>h>i>f>d>e
0,1,0,2,0,0,0,0,0,0,3,l>k>g>a>j>b>c>h>i>f>d>e
0,0,0,0,1,0,0,0,0,3,2,k>l>g>a>b>c>h>i>f>j>d>e
3,0,2,0,0,0,0,0,0,1,0,l>k>g>a>b>j>c>h>i>f>d>e
3,0,0,0,0,1,2,0,0,0,0,l>k>g>a>b>j>c>h>i>f>d>e
0,0,1,0,2,3,0,0,0,0,0,l>k>g>a>j>b>h>i>c>f>d>e
0,0,1,3,0,0,0,2,0,0,0,k>g>l>j>a>b>c>h>i>f>d>e
2,0,0,0,1,0,3,0,0,0,0,l>k>g>j>a>b>c>h>i>f>d>e
0,2,0,0,0,0,0,0,0,1,3,l>k>g>a>j>b>c>h>i>f>d>e
0,0,3,1,0,0,0,2,0,0,0,l>k>g>a>j>b>c>h>i>f>d>e
0,3,0,0,2,0,0,0,0,0,1,k>l>g>a>j>b>c>h>i>f>d>e
2,0,0,0,1,0,0,3,0,0,0,k>l>g>a>b>c>h>i>f>j>d>e
0,3,2,0,0,0,0,1,0,0,0,k>l>g>a>b>c>h>i>f>j>d>e
3,0,1,0,0,0,2,0,0,0,0,k>l>g>a>b>c>h>i>f>j>d>e
0,1,0,0,2,0,0,0,0,0,3,k>j>g>l>a>b>c>h>i>f>d>e
2,0,0,0,0,1,0,0,0,0,3,l>k>g>a>j>b>c>h>i>f>d>e
0,0,0,2,3,0,0,0,0,0,1,l>k>g>a>b>j>c>h>i>f>d>e
0,1,2,0,0,0,0,3,0,0,0,k>g>l>j>a>b>c>h>i>f>d>e
2,1,0,0,0,0,0,0,0,0,3,k>g>j>l>a>b>c>h>i>f>d>e
0,0,0,0,0,3,1,2,0,0,0,j>k>g>l>a>b>c>h>i>f>d>e
3,0,0,0,2,0,0,0,0,0,1,k>l>j>a>g>b>h>i>c>f>d>e
0,0,3,0,2,0,0,0,0,1,0,k>l>g>a>j>b>c>h>i>f>d>e
1,0,0,3,0,2,0,0,0,0,0,k>g>l>a>j>b>c>h>i>f>d>e
0,1,0,0,0,0,0,0,0,3,2,k>l>j>g>a>b>c>h>i>f>d>e
0,0,1,0,0,0,0,0,0,3,2,k>g>l>j>a>b>c>h>i>f>d>e
2,0,0,0,0,3,0,0,0,0,1,k>l>g>a>j>b>c>h>i>f>d>e
0,2,0,3,0,0,0,0,0,1,0,k>l>g>a>b>c>j>h>i>f>d>e
0,3,0,0,1,0,0,0,0,0,2,k>g>l>a>j>b>c>h>i>f>d>e
2,0,0,0,0,0,1,3,0,0,0,k>g>l>a>j>b>c>h>i>f>d>e
0,3,0,0,0,0,0,0,0,1,2,k>l>g>a>j>b>c>h>i>f>d>e
0,0,3,0,2,0,0,0,0,0,1,k>j>g>l>a>b>c>h>i>f>d>e
0,1,0,2,3,0,0,0,0,0,0,k>j>l>g>a>b>c>h>i>f>d>e
1,0,3,0,0,0,0,0,0,2,0,k>j>l>g>a>b>h>c>i>f>d>e
0,1,0,0,0,0,3,2,0,0,0,l>k>g>a>b>j>c>h>i>f>d>e
1,0,2,0,0,3,0,0,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
0,0,2,0,0,3,0,0,0,0,1,l>k>g>a>b>j>c>h>i>f>d>e
0,0,3,0,2,0,0,0,0,0,1,k>j>g>l>a>b>c>h>i>f>d>e
0,0,1,0,2,3,0,0,0,0,0,k>l>g>a>j>b>c>h>i>f>d>e
0,0,2,0,0,0,0,0,0,1,3,l>k>g>j>a>b>c>h>i>f>d>e
0,0,0,0,1,2,0,3,0,0,0,k>l>g>a>b>c>h>i>f>j>d>e
0,1,0,0,0,0,3,2,0,0,0,k>j>l>g>a>b>c>h>i>f>d>e
0,2,3,0,0,1,0,0,0,0,0,l>k>g>a>j>b>c>h>i>f>d>e
0,0,0,0,2,3,0,0,0,0,1,d>k>l>g>j>a>b>c>h>i>f>e
0,3,0,0,0,0,0,2,0,0,1,k>g>l>j>a>b>c>h>i>f>d>e
1,2,0,0,0,0,0,3,0,0,0,k>j>l>g>a>b>h>c>i>f>d>e
0,1,3,0,0,0,0,0,0,0,2,k>l>g>a>b>c>h>i>f>j>d>e
3,0,2,0,0,0,0,0,0,1,0,k>l>g>j>a>b>c>h>i>f>d>e
0,0,1,0,2,0,0,0,0,0,3,k>j>g>l>a>b>c>h>i>f>d>e
0,0,0,0,0,2,3,1,0,0,0,k>l>g>a>j>b>c>h>i>f>d>e
0,0,0,0,0,1,3,0,0,2,0,j>g>l>a>k>b>c>h>i>f>d>e
2,0,0,3,0,0,1,0,0,0,0,k>l>g>a>b>c>h>i>f>j>d>e
0,0,0,3,0,1,2,0,0,0,0,k>j>g>l>a>b>h>c>i>f>d>e
0,2,0,0,3,0,0,1,0,0,0,k>l>j>a>g>b>h>i>c>f>d>e
0,0,0,0,0,0,3,1,0,2,0,k>l>g>j>a>b>c>h>i>f>d>e
0,3,0,2,0,1,0,0,0,0,0,j>g>l>a>k>b>c>h>i>f>d>e
0,0,1,0,3,0,0,0,0,2,0,j>g>l>a>k>b>c>h>i>f>d>e
0,0,0,2,1,0,0,0,0,0,3,k>d>l>g>a>j>b>c>h>i>f>e
2,3,0,0,0,0,0,1,0,0,0,j>l>g>k>a>b>c>h>i>f>d>e
0,0,0,0,0,0,3,0,0,2,1,jk>g>l>a>b>c>h>i>f>d>e
0,0,3,0,1,2,0,0,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
0,0,0,3,0,2,1,0,0,0,0,jk>g>l>a>b>c>h>i>f>d>e
0,0,0,0,1,0,0,2,0,3,0,k>j>l>g>a>b>c>h>i>f>d>e
0,0,0,2,0,3,1,0,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
0,0,1,0,0,0,2,0,0,0,3,d>k>l>j>g>a>b>c>h>i>f>e
0,0,0,0,2,1,0,0,0,3,0,j>g>l>a>k>b>c>h>i>f>d>e
0,0,0,0,0,0,0,2,0,1,3,l>k>g>a>b>j>c>h>i>f>d>e
3,0,0,2,0,0,0,0,0,0,1,j>g>l>a>k>b>c>h>i>f>d>e
0,0,0,0,2,0,3,0,0,1,0,j>g>l>a>k>b>c>h>i>f>d>e
0,3,0,2,0,0,0,0,0,0,1,g>l>jk>a>b>c>h>i>f>d>e
0,0,1,3,0,0,0,2,0,0,0,k>l>g>j>a>b>c>h>i>f>d>e
3,1,0,0,0,0,0,0,0,2,0,k>j>g>l>a>b>c>h>i>f>d>e
0,0,0,0,2,0,1,0,0,0,3,k>l>g>j>a>b>c>h>i>f>d>e
0,0,0,0,1,0,0,2,0,3,0,l>k>g>a>b>j>c>h>i>f>d>e
0,1,0,0,0,3,2,0,0,0,0,l>k>g>j>a>b>c>h>i>f>d>e
0,2,3,0,0,1,0,0,0,0,0,k>l>g>a>j>b>c>h>i>f>d>e
0,1,0,3,0,0,0,0,0,0,2,l>k>g>a>j>b>h>i>c>f>d>e
0,1,2,0,0,0,0,0,0,0,3,l>k>g>a>j>b>c>h>i>f>d>e
0,2,0,0,3,0,0,0,0,0,1,k>l>g>j>a>b>c>h>i>f>d>e
0,0,1,0,2,0,3,0,0,0,0,k>g>l>j>a>b>c>h>i>f>d>e
1,0,0,3,0,0,0,0,0,2,0,k>l>g>a>j>b>c>h>i>f>d>e
0,2,0,1,0,0,0,0,0,0,3,k>j>l>g>a>b>h>c>i>f>d>e
0,0,0,0,3,0,0,1,0,2,0,k>j>l>g>a>b>h>i>c>f>d>e
0,0,0,1,0,0,2,3,0,0,0,d>k>l>j>g>a>b>c>h>i>f>e
1,2,0,0,0,0,0,0,0,0,3,jk>g>l>a>b>c>h>i>f>d>e
1,0,0,2,0,0,3,0,0,0,0,k>g>l>a>j>b>c>h>i>f>d>e
0,0,1,0,3,0,0,0,0,0,2,jk>g>l>a>b>c>h>i>f>d>e
0,0,0,2,0,1,3,0,0,0,0,k>g>l>j>a>b>c>h>i>f>d>e
0,0,0,2,0,1,0,3,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
0,1,0,0,0,2,0,3,0,0,0,l>k>g>a>j>b>c>h>i>f>d>e
0,0,1,0,0,0,0,0,0,2,3,k>j>g>l>a>b>d>c>h>i>f>e
0,0,2,0,0,0,3,0,0,1,0,j>g>l>a>k>b>c>h>i>f>d>e
1,0,0,0,0,0,2,3,0,0,0,k>l>g>j>a>b>c>h>i>f>d>e
2,0,1,3,0,0,0,0,0,0,0,jk>l>g>a>b>h>c>i>f>d>e
0,2,0,0,0,0,1,0,0,3,0,l>k>g>a>b>j>c>h>i>f>d>e
0,0,0,1,0,2,3,0,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
0,2,1,0,0,0,0,0,0,3,0,l>k>g>j>a>b>c>h>i>f>d>e
2,0,0,0,1,3,0,0,0,0,0,l>k>g>j>a>b>c>h>i>f>d>e
0,0,1,0,0,0,2,0,0,3,0,k>l>j>g>a>b>c>h>i>f>d>e
0,0,0,2,0,0,0,1,0,0,3,k>l>g>j>a>b>c>h>i>f>d>e
2,0,0,0,0,0,0,3,0,1,0,k>l>j>g>a>b>h>i>c>f>d>e
0,0,2,1,0,3,0,0,0,0,0,k>l>g>j>a>b>c>h>i>f>d>e
0,0,1,0,0,3,0,0,0,0,2,j>k>g>l>a>b>c>h>i>d>f>e
0,1,2,0,0,0,0,0,0,0,3,jk>g>l>a>b>c>h>i>f>d>e
0,0,1,0,2,0,0,0,0,0,3,k>l>g>j>a>b>c>h>i>f>d>e
2,0,0,0,3,0,0,0,0,1,0,l>k>g>a>b>j>c>h>i>f>d>e
0,0,1,0,2,0,0,3,0,0,0,k>g>l>a>j>b>c>h>i>f>d>e
0,3,0,1,0,0,2,0,0,0,0,l>k>g>a>b>j>c>h>i>f>d>e
0,0,0,2,0,1,3,0,0,0,0,j>g>l>k>a>b>c>h>i>f>d>e
0,0,3,0,2,0,0,0,0,1,0,j>k>l>g>a>b>h>c>i>d>f>e
0,0,3,0,0,1,0,0,0,2,0,k>j>l>g>a>b>h>c>i>f>d>e
0,0,0,0,2,1,3,0,0,0,0,k>l>g>a>j>b>c>h>i>f>d>e
0,0,0,3,2,0,1,0,0,0,0,k>j>l>g>a>b>c>h>d>i>f>e
0,0,3,0,2,0,1,0,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
0,0,0,1,0,2,0,0,0,3,0,k>j>g>l>a>b>c>h>i>f>d>e
1,0,0,0,0,0,0,3,0,0,2,jk>g>l>a>b>h>c>i>f>d>e
0,3,1,0,2,0,0,0,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
0,0,0,0,1,2,0,0,0,3,0,k>l>g>j>a>b>c>h>i>f>d>e
0,3,0,0,0,1,0,0,0,0,2,k>l>j>g>a>b>h>i>c>f>d>e
0,0,0,2,3,0,0,0,0,0,1,k>l>g>j>a>b>h>c>d>i>f>e
0,2,3,1,0,0,0,0,0,0,0,k>l>g>j>a>b>c>h>i>f>d>e
0,0,2,0,0,0,0,1,0,0,3,jk>g>l>a>b>h>c>i>f>d>e
0,0,1,0,0,0,3,0,0,0,2,k>j>g>l>a>b>d>c>h>i>f>e
1,0,0,0,0,0,3,2,0,0,0,j>k>g>l>a>b>c>h>i>d>f>e
2,0,0,0,0,0,0,3,0,0,1,j>g>l>a>k>b>c>h>i>f>d>e
0,2,0,0,0,0,3,1,0,0,0,k>g>l>a>j>b>c>h>i>f>d>e
0,0,2,0,0,0,3,1,0,0,0,k>j>g>l>a>b>h>c>i>f>d>e
1,0,0,3,0,2,0,0,0,0,0,k>j>l>g>a>b>c>h>i>f>d>e
0,0,0,0,0,0,2,0,0,3,1,k>j>g>a>l>b>h>c>i>f>d>e
0,1,3,0,0,0,0,0,0,2,0,k>j>g>l>a>b>d>c>h>i>f>e
0,0,0,3,2,1,0,0,0,0,0,l>k>g>a>b>j>c>h>i>f>d>e
1,0,0,0,0,0,0,3,0,0,2,k>j>g>a>l>b>h>c>i>f>d>e
0,0,3,0,0,1,0,0,0,2,0,k>l>g>a>j>b>c>h>i>f>d>e
2,0,0,0,0,1,3,0,0,0,0,k>j>l>g>a>b>c>h>i>f>d>e
1,2,0,0,0,0,0,0,0,3,0,k>j>g>l>a>b>c>h>i>f>d>e
2,0,3,0,0,0,1,0,0,0,0,k>l>j>g>a>b>h>c>i>f>d>e
0,0,0,0,0,3,0,2,0,0,1,k>j>l>g>a>b>c>h>i>f>d>e
0,0,3,2,0,0,0,0,0,0,1,k>j>g>l>a>b>h>i>c>f>d>e
3,0,0,0,2,0,0,0,0,1,0,j>g>l>k>a>b>c>h>i>f>d>e
0,0,0,0,3,0,0,1,0,0,2,k>g>l>j>a>b>c>h>i>f>d>e
0,0,2,3,0,0,0,0,0,1,0,k>j>l>g>a>b>h>i>c>f>d>e
0,0,2,0,1,3,0,0,0,0,0,l>k>g>j>a>b>c>h>i>f>d>e
2,3,0,0,1,0,0,0,0,0,0,k>j>l>g>a>b>h>i>c>f>d>e
2,3,0,0,0,1,0,0,0,0,0,k>j>l>g>a>b>h>c>i>f>d>e
0,0,3,0,0,0,1,0,0,0,2,k>g>l>a>j>b>c>h>i>f>d>e
2,0,0,0,0,0,0,3,0,1,0,k>l>g>a>j>b>c>h>i>f>d>e
0,3,0,0,0,0,1,0,0,2,0,k>g>l>a>j>b>c>h>i>f>d>e
3,1,0,0,0,0,0,0,0,2,0,j>g>l>a>k>b>c>h>i>f>d>e
3,0,0,0,1,0,0,0,0,2,0,l>k>g>a>b>j>c>h>i>f>d>e
1,0,0,3,0,0,0,2,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
0,3,0,0,0,0,0,1,0,2,0,k>j>l>g>a>b>c>h>d>i>f>e
2,1,0,0,0,0,0,0,0,3,0,k>j>l>g>a>b>h>c>i>f>d>e
1,0,0,0,0,0,0,0,0,3,2,jk>g>l>a>b>h>c>i>f>d>e
0,0,0,0,3,2,0,1,0,0,0,jk>g>l>a>b>c>h>i>f>d>e
0,0,0,2,1,0,0,0,0,3,0,k>l>g>j>a>b>c>h>i>f>d>e
2,1,3,0,0,0,0,0,0,0,0,jk>g>l>a>b>c>h>i>f>d>e
3,0,0,0,0,2,1,0,0,0,0,k>g>l>j>a>b>c>h>d>i>f>e
0,0,0,2,0,3,0,0,0,1,0,k>j>g>l>a>b>h>c>i>f>d>e
0,3,2,0,1,0,0,0,0,0,0,j>g>k>l>a>b>c>d>h>i>f>e
0,2,1,0,0,0,0,0,0,0,3,j>k>l>g>a>b>h>c>i>d>f>e
2,0,0,1,3,0,0,0,0,0,0,k>l>g>a>j>b>c>h>i>f>d>e
0,0,0,0,1,0,2,0,0,3,0,jk>g>l>a>b>h>c>i>f>d>e
0,3,0,0,1,0,2,0,0,0,0,k>j>g>a>l>b>h>c>i>f>d>e
2,0,0,0,0,0,1,3,0,0,0,l>k>g>a>b>j>c>h>i>f>d>e
0,0,3,0,0,2,0,1,0,0,0,jk>g>l>a>b>h>c>i>f>d>e
0,0,2,0,0,0,0,0,0,1,3,k>l>g>j>a>b>c>h>i>f>d>e
0,3,0,0,1,2,0,0,0,0,0,k>j>g>a>l>b>h>c>i>f>d>e
0,0,0,0,0,0,0,1,0,3,2,j>l>k>g>a>b>h>c>i>d>f>e
1,0,0,0,2,0,0,3,0,0,0,k>l>g>j>a>b>c>h>i>f>d>e
0,1,0,2,0,0,0,3,0,0,0,j>g>l>a>k>b>c>h>i>f>d>e
0,1,0,0,0,3,0,2,0,0,0,jk>g>l>a>b>h>c>i>f>d>e
1,3,0,2,0,0,0,0,0,0,0,k>l>g>j>a>b>c>h>i>f>d>e
2,0,0,0,0,0,3,0,0,0,1,k>g>l>j>a>b>c>h>i>f>d>e
3,0,0,2,0,0,0,1,0,0,0,k>j>g>a>l>b>h>c>i>f>d>e
0,2,3,0,0,0,0,1,0,0,0,j>g>l>a>k>b>c>h>i>f>d>e
0,0,0,0,2,3,0,0,0,1,0,k>j>g>a>l>b>h>c>i>f>d>e
3,0,0,0,0,0,2,1,0,0,0,jk>g>l>a>b>h>c>i>f>d>e
0,0,0,0,0,1,3,0,0,0,2,j>g>l>a>k>b>c>h>i>f>d>e
1,3,0,2,0,0,0,0,0,0,0,j>k>g>l>a>b>c>h>i>d>f>e
0,0,1,0,0,0,3,2,0,0,0,g>j>l>a>k>b>c>h>i>f>d>e
0,0,0,3,0,1,0,0,0,0,2,j>g>l>a>k>b>c>h>i>f>d>e
3,0,0,0,2,1,0,0,0,0,0,k>j>g>l>a>b>h>c>i>f>d>e
3,0,2,0,1,0,0,0,0,0,0,jk>g>l>a>b>c>h>i>f>d>e
0,0,0,0,0,3,1,0,0,0,2,k>j>l>g>a>b>h>c>i>f>d>e
0,0,0,0,3,0,0,2,0,1,0,k>j>l>g>a>b>h>c>i>f>d>e
0,0,3,0,0,2,0,0,0,0,1,k>l>j>g>a>b>h>c>i>f>d>e
2,1,0,0,0,0,3,0,0,0,0,k>j>l>g>a>b>h>i>c>f>d>e
0,0,0,3,1,0,0,2,0,0,0,k>j>l>g>a>b>c>h>i>f>d>e
0,0,0,0,0,2,0,3,0,0,1,j>k>g>l>a>b>c>d>h>i>f>e
0,1,0,3,0,0,0,2,0,0,0,k>j>l>g>a>b>h>i>c>f>d>e
2,0,0,0,0,1,3,0,0,0,0,k>j>l>g>a>b>h>c>i>f>d>e
0,0,2,0,3,0,0,0,0,0,1,j>k>g>l>a>b>c>h>i>d>f>e
0,0,2,0,1,3,0,0,0,0,0,j>g>k>l>a>b>c>d>h>i>f>e
1,0,3,0,0,0,2,0,0,0,0,k>j>l>g>a>b>h>i>c>f>d>e
0,0,0,2,0,0,1,0,0,0,3,j>k>l>g>a>b>h>c>i>d>f>e
1,0,0,3,0,0,0,2,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
0,0,0,0,0,2,0,1,0,3,0,d>k>l>j>g>a>b>c>h>i>f>e
0,0,2,0,0,0,3,0,0,1,0,k>l>g>j>a>b>c>h>i>f>d>e
0,0,0,0,3,0,2,0,0,1,0,l>k>g>j>a>b>c>h>i>f>d>e
0,1,0,0,0,0,0,3,0,0,2,k>l>g>a>j>b>c>h>i>f>d>e
0,0,0,0,0,2,0,0,0,3,1,j>k>l>g>a>b>h>c>i>d>f>e
0,2,0,0,0,0,0,1,0,0,3,k>l>g>j>a>b>c>h>i>f>d>e
0,0,0,0,3,1,0,2,0,0,0,jk>g>l>a>b>h>c>i>f>d>e
0,0,0,0,1,0,2,0,0,0,3,jk>g>l>a>b>c>h>i>f>d>e
0,0,0,0,1,0,2,0,0,0,3,k>j>g>l>a>b>d>c>h>i>f>e
3,0,2,0,0,0,1,0,0,0,0,k>j>g>l>a>b>d>c>h>i>f>e
2,0,0,0,0,0,0,1,0,0,3,k>l>g>j>a>b>c>h>i>f>d>e
0,2,0,0,3,0,0,1,0,0,0,j>k>g>l>a>b>c>h>i>f>d>e
0,1,0,0,3,2,0,0,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
0,2,0,0,0,0,0,1,0,3,0,j>k>l>g>a>b>c>h>i>f>d>e
0,0,0,0,2,3,1,0,0,0,0,jk>g>l>a>b>c>h>i>f>d>e
0,0,0,0,1,0,0,3,0,2,0,j>k>g>l>a>b>c>h>i>d>f>e
0,0,0,3,0,0,0,0,0,2,1,k>j>g>l>a>b>c>h>i>f>d>e
0,2,0,0,0,0,0,0,0,1,3,jk>g>l>a>b>c>h>i>f>d>e
0,0,0,0,1,3,0,0,0,0,2,j>l>g>k>a>b>h>c>d>i>f>e
2,0,0,0,1,0,3,0,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
1,0,0,0,0,0,0,0,0,3,2,k>g>l>a>j>b>c>h>i>f>d>e
0,0,0,1,0,0,2,0,0,3,0,jk>g>l>a>b>c>h>i>f>d>e
1,0,0,0,0,2,0,0,0,3,0,k>g>l>a>j>b>c>h>i>f>d>e
0,0,1,0,0,0,3,0,0,2,0,k>l>j>g>a>b>h>i>c>f>d>e
2,1,0,0,0,0,0,0,0,3,0,jk>g>l>a>b>h>c>i>f>d>e
1,0,2,0,0,3,0,0,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
0,0,0,0,3,0,0,0,0,2,1,k>j>g>l>a>b>h>c>i>f>d>e
0,0,3,0,0,2,1,0,0,0,0,k>j>g>l>a>b>c>h>i>f>d>e
2,3,0,0,0,0,0,0,0,0,1,k>l>g>a>j>b>c>h>i>f>d>e
0,0,3,2,0,0,1,0,0,0,0,j>l>k>g>a>b>h>c>i>d>f>e
2,0,0,0,0,3,0,0,0,1,0,k>g>l>a>j>b>c>h>i>f>d>e
0,0,3,0,1,0,0,2,0,0,0,j>g>k>l>a>b>c>d>h>i>f>e
0,0,0,2,0,0,0,1,0,0,3,k>j>l>g>a>b>c>h>d>i>f>e
1,3,0,0,0,0,2,0,0,0,0,k>j>l>g>a>b>c>h>d>i>f>e
0,0,0,3,1,0,0,0,0,0,2,k>j>l>g>a>b>c>h>d>i>f>e
0,0,0,0,0,2,0,1,0,3,0,jk>l>g>a>b>c>h>i>d>f>e
